"site","id","genera","sex","mass_log","age","taken_blood","tested_tissue5s","tested_tissue16s","path_presence","hel_presence","hel_load","hel_rich","tic_presence","tic_load","tic_rich","path_rich","macro_load","site_area_log","site_path_rich","site_vert_rich","site_rod_shan","site_pred_shan","site_qil_18","hel_load_log","tic_load_log","data","date","data_type"
"CCSP","A300","PERO","M",1.301029996,"A",0,0,NA,0,0,0,0,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,1.09861228866811,13.9700002670288,"2018-04-01","tmean"
"CCSP","A334","NEFU","M",2.470263447,"A",0,0,NA,0,1,22,1,1,22,1,2,44,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,3.13549421592915,3.13549421592915,84.8209991455078,"2018-04-01","ppt"
"CCSP","A334","NEFU","M",2.470263447,"A",0,0,NA,0,1,22,1,1,22,1,2,44,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,3.13549421592915,3.13549421592915,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","A334","NEFU","M",2.470263447,"A",0,0,NA,0,1,22,1,1,22,1,2,44,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,3.13549421592915,3.13549421592915,13.9700002670288,"2018-04-01","tmean"
"CCSP","A559","PERO","M",1.352182518,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,84.8209991455078,"2018-04-01","ppt"
"CCSP","A559","PERO","M",1.352182518,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","A559","PERO","M",1.352182518,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,13.9700002670288,"2018-04-01","tmean"
"CCSP","A560","PERO","M",1.33243846,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,84.8209991455078,"2018-04-01","ppt"
"CCSP","A560","PERO","M",1.33243846,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","A560","PERO","M",1.33243846,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,13.9700002670288,"2018-04-01","tmean"
"CCSP","A651","PERO","M",1.281033367,"A",0,0,NA,0,NA,NA,NA,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811,84.8209991455078,"2018-04-01","ppt"
"CCSP","A651","PERO","M",1.281033367,"A",0,0,NA,0,NA,NA,NA,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","A651","PERO","M",1.281033367,"A",0,0,NA,0,NA,NA,NA,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811,13.9700002670288,"2018-04-01","tmean"
"CCSP","A934","PERO","F",1.298853076,"A",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,84.8209991455078,"2018-04-01","ppt"
"CCSP","A934","PERO","F",1.298853076,"A",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","A934","PERO","F",1.298853076,"A",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,13.9700002670288,"2018-04-01","tmean"
"CCSP","A935","PERO","F",1.371067862,"A",NA,0,NA,0,0,0,0,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,0.693147180559945,84.8209991455078,"2018-04-01","ppt"
"CCSP","A935","PERO","F",1.371067862,"A",NA,0,NA,0,0,0,0,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,0.693147180559945,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","A935","PERO","F",1.371067862,"A",NA,0,NA,0,0,0,0,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,0,0.693147180559945,13.9700002670288,"2018-04-01","tmean"
"CCSP","A936","PERO","M",1.305351369,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,84.8209991455078,"2018-04-01","ppt"
"CCSP","A936","PERO","M",1.305351369,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","A936","PERO","M",1.305351369,"A",0,0,NA,0,NA,NA,NA,1,1,1,1,1,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0.693147180559945,13.9700002670288,"2018-04-01","tmean"
"CCSP","A938","NEFU","F",2.433449794,"A",0,0,NA,0,1,51,1,1,7,1,2,58,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,3.95124371858143,2.07944154167984,84.8209991455078,"2018-04-01","ppt"
"CCSP","A938","NEFU","F",2.433449794,"A",0,0,NA,0,1,51,1,1,7,1,2,58,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,3.95124371858143,2.07944154167984,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","A938","NEFU","F",2.433449794,"A",0,0,NA,0,1,51,1,1,7,1,2,58,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,3.95124371858143,2.07944154167984,13.9700002670288,"2018-04-01","tmean"
"CCSP","A942","PERO","M",1.271841607,"J",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,84.8209991455078,"2018-04-01","ppt"
"CCSP","A942","PERO","M",1.271841607,"J",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","A942","PERO","M",1.271841607,"J",0,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,13.9700002670288,"2018-04-01","tmean"
"CCSP","A943","PERO","F",1.31386722,"J",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,84.8209991455078,"2018-04-01","ppt"
"CCSP","A943","PERO","F",1.31386722,"J",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","A943","PERO","F",1.31386722,"J",NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,0,13.9700002670288,"2018-04-01","tmean"
"CCSP","A945","NEFU","M",2.416307587,"A",0,0,NA,0,NA,NA,NA,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811,84.8209991455078,"2018-04-01","ppt"
"CCSP","A945","NEFU","M",2.416307587,"A",0,0,NA,0,NA,NA,NA,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","A945","NEFU","M",2.416307587,"A",0,0,NA,0,NA,NA,NA,1,2,1,1,2,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.09861228866811,13.9700002670288,"2018-04-01","tmean"
"CCSP","S964","NEFU","F",2.387389826,"A",0,0,NA,0,NA,NA,NA,1,3,1,1,3,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.38629436111989,84.8209991455078,"2018-04-01","ppt"
"CCSP","S964","NEFU","F",2.387389826,"A",0,0,NA,0,NA,NA,NA,1,3,1,1,3,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.38629436111989,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","S964","NEFU","F",2.387389826,"A",0,0,NA,0,NA,NA,NA,1,3,1,1,3,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.38629436111989,13.9700002670288,"2018-04-01","tmean"
"CCSP","S988","NEFU","F",2.397940009,"A",0,0,NA,0,NA,NA,NA,1,4,1,1,4,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.6094379124341,84.8209991455078,"2018-04-01","ppt"
"CCSP","S988","NEFU","F",2.397940009,"A",0,0,NA,0,NA,NA,NA,1,4,1,1,4,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.6094379124341,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","S988","NEFU","F",2.397940009,"A",0,0,NA,0,NA,NA,NA,1,4,1,1,4,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.6094379124341,13.9700002670288,"2018-04-01","tmean"
"CCSP","2856","NEFU","F",2.44870632,"A",0,0,0,0,NA,NA,NA,1,4,1,1,4,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.6094379124341,84.8209991455078,"2018-04-01","ppt"
"CCSP","2856","NEFU","F",2.44870632,"A",0,0,0,0,NA,NA,NA,1,4,1,1,4,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.6094379124341,12.1979999542236,"2018-04-01","vpdmax"
"CCSP","2856","NEFU","F",2.44870632,"A",0,0,0,0,NA,NA,NA,1,4,1,1,4,0.6769445,0.01837968,0.7130846,0.93015386,-0.1224409,1.62666801,NA,1.6094379124341,13.9700002670288,"2018-04-01","tmean"
"HOS","2801","PERO","F",1.498310554,"A",0,0,0,0,NA,NA,NA,1,6,2,2,6,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.94591014905531,14.6430006027222,"2018-04-01","tmean"
"HOS","2801","PERO","F",1.498310554,"A",0,0,0,0,NA,NA,NA,1,6,2,2,6,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.94591014905531,25.9109992980957,"2018-04-01","ppt"
"HOS","2801","PERO","F",1.498310554,"A",0,0,0,0,NA,NA,NA,1,6,2,2,6,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.94591014905531,15.4409999847412,"2018-04-01","vpdmax"
"HOS","2817","NEFU","F",2.389166084,"A",0,1,0,1,1,8,1,0,0,0,2,8,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,2.19722457733622,0,14.6430006027222,"2018-04-01","tmean"
"HOS","2817","NEFU","F",2.389166084,"A",0,1,0,1,1,8,1,0,0,0,2,8,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,2.19722457733622,0,25.9109992980957,"2018-04-01","ppt"
"HOS","2817","NEFU","F",2.389166084,"A",0,1,0,1,1,8,1,0,0,0,2,8,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,2.19722457733622,0,15.4409999847412,"2018-04-01","vpdmax"
"HOS","2826","NEFU","F",2.352182518,"A",0,1,0,1,1,10,1,1,3,1,3,13,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,2.39789527279837,1.38629436111989,14.6430006027222,"2018-04-01","tmean"
"HOS","2826","NEFU","F",2.352182518,"A",0,1,0,1,1,10,1,1,3,1,3,13,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,2.39789527279837,1.38629436111989,25.9109992980957,"2018-04-01","ppt"
"HOS","2826","NEFU","F",2.352182518,"A",0,1,0,1,1,10,1,1,3,1,3,13,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,2.39789527279837,1.38629436111989,15.4409999847412,"2018-04-01","vpdmax"
"HOS","2829","NEFU","F",2.475671188,"A",NA,1,0,1,NA,NA,NA,1,7,1,2,7,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,2.07944154167984,14.6430006027222,"2018-04-01","tmean"
"HOS","2829","NEFU","F",2.475671188,"A",NA,1,0,1,NA,NA,NA,1,7,1,2,7,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,2.07944154167984,25.9109992980957,"2018-04-01","ppt"
"HOS","2829","NEFU","F",2.475671188,"A",NA,1,0,1,NA,NA,NA,1,7,1,2,7,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,2.07944154167984,15.4409999847412,"2018-04-01","vpdmax"
"HOS","2831","NEFU","M",2.568201724,"A",0,1,0,1,1,6,1,1,12,1,3,18,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,1.94591014905531,2.56494935746154,14.6430006027222,"2018-04-01","tmean"
"HOS","2831","NEFU","M",2.568201724,"A",0,1,0,1,1,6,1,1,12,1,3,18,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,1.94591014905531,2.56494935746154,25.9109992980957,"2018-04-01","ppt"
"HOS","2831","NEFU","M",2.568201724,"A",0,1,0,1,1,6,1,1,12,1,3,18,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,1.94591014905531,2.56494935746154,15.4409999847412,"2018-04-01","vpdmax"
"HOS","2836","NEFU","M",2.580354661,"A",NA,1,0,1,NA,NA,NA,1,9,2,3,9,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,2.30258509299405,14.6430006027222,"2018-04-01","tmean"
"HOS","2836","NEFU","M",2.580354661,"A",NA,1,0,1,NA,NA,NA,1,9,2,3,9,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,2.30258509299405,25.9109992980957,"2018-04-01","ppt"
"HOS","2836","NEFU","M",2.580354661,"A",NA,1,0,1,NA,NA,NA,1,9,2,3,9,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,2.30258509299405,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3216","PERO","M",1.44870632,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,14.6430006027222,"2018-04-01","tmean"
"HOS","3216","PERO","M",1.44870632,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,25.9109992980957,"2018-04-01","ppt"
"HOS","3216","PERO","M",1.44870632,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3225","NEFU","F",2.178976947,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,14.6430006027222,"2018-04-01","tmean"
"HOS","3225","NEFU","F",2.178976947,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,25.9109992980957,"2018-04-01","ppt"
"HOS","3225","NEFU","F",2.178976947,"A",NA,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3267","PERO","M",1.431363764,"A",NA,0,0,0,NA,NA,NA,1,2,2,2,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.09861228866811,14.6430006027222,"2018-04-01","tmean"
"HOS","3267","PERO","M",1.431363764,"A",NA,0,0,0,NA,NA,NA,1,2,2,2,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.09861228866811,25.9109992980957,"2018-04-01","ppt"
"HOS","3267","PERO","M",1.431363764,"A",NA,0,0,0,NA,NA,NA,1,2,2,2,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.09861228866811,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3279","PERO","F",1.698970004,"A",0,0,0,0,NA,NA,NA,1,2,1,1,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.09861228866811,14.6430006027222,"2018-04-01","tmean"
"HOS","3279","PERO","F",1.698970004,"A",0,0,0,0,NA,NA,NA,1,2,1,1,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.09861228866811,25.9109992980957,"2018-04-01","ppt"
"HOS","3279","PERO","F",1.698970004,"A",0,0,0,0,NA,NA,NA,1,2,1,1,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.09861228866811,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3280","PERO","F",1.371067862,"A",1,0,0,1,0,0,0,1,2,1,2,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.09861228866811,14.6430006027222,"2018-04-01","tmean"
"HOS","3280","PERO","F",1.371067862,"A",1,0,0,1,0,0,0,1,2,1,2,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.09861228866811,25.9109992980957,"2018-04-01","ppt"
"HOS","3280","PERO","F",1.371067862,"A",1,0,0,1,0,0,0,1,2,1,2,2,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.09861228866811,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3281","NEFU","M",2.491361694,"A",NA,0,0,0,1,1,1,1,10,2,3,11,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0.693147180559945,2.39789527279837,14.6430006027222,"2018-04-01","tmean"
"HOS","3281","NEFU","M",2.491361694,"A",NA,0,0,0,1,1,1,1,10,2,3,11,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0.693147180559945,2.39789527279837,25.9109992980957,"2018-04-01","ppt"
"HOS","3281","NEFU","M",2.491361694,"A",NA,0,0,0,1,1,1,1,10,2,3,11,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0.693147180559945,2.39789527279837,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3284","PERO","F",1.45484486,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,14.6430006027222,"2018-04-01","tmean"
"HOS","3284","PERO","F",1.45484486,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,25.9109992980957,"2018-04-01","ppt"
"HOS","3284","PERO","F",1.45484486,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3285","NEFU","F",2.437750563,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,14.6430006027222,"2018-04-01","tmean"
"HOS","3285","NEFU","F",2.437750563,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,25.9109992980957,"2018-04-01","ppt"
"HOS","3285","NEFU","F",2.437750563,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3288","NEFU","F",2.23299611,"A",NA,0,0,0,NA,NA,NA,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0.693147180559945,14.6430006027222,"2018-04-01","tmean"
"HOS","3288","NEFU","F",2.23299611,"A",NA,0,0,0,NA,NA,NA,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0.693147180559945,25.9109992980957,"2018-04-01","ppt"
"HOS","3288","NEFU","F",2.23299611,"A",NA,0,0,0,NA,NA,NA,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0.693147180559945,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3290","NEFU","M",2.243038049,"A",NA,0,0,0,NA,NA,NA,1,3,1,1,3,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.38629436111989,14.6430006027222,"2018-04-01","tmean"
"HOS","3290","NEFU","M",2.243038049,"A",NA,0,0,0,NA,NA,NA,1,3,1,1,3,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.38629436111989,25.9109992980957,"2018-04-01","ppt"
"HOS","3290","NEFU","M",2.243038049,"A",NA,0,0,0,NA,NA,NA,1,3,1,1,3,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.38629436111989,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3291","NEFU","M",2.146128036,"J",0,0,0,0,NA,NA,NA,1,6,2,2,6,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.94591014905531,14.6430006027222,"2018-04-01","tmean"
"HOS","3291","NEFU","M",2.146128036,"J",0,0,0,0,NA,NA,NA,1,6,2,2,6,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.94591014905531,25.9109992980957,"2018-04-01","ppt"
"HOS","3291","NEFU","M",2.146128036,"J",0,0,0,0,NA,NA,NA,1,6,2,2,6,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,1.94591014905531,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3294","PERO","M",1.322219295,"A",1,0,0,1,0,0,0,1,1,1,2,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945,14.6430006027222,"2018-04-01","tmean"
"HOS","3294","PERO","M",1.322219295,"A",1,0,0,1,0,0,0,1,1,1,2,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945,25.9109992980957,"2018-04-01","ppt"
"HOS","3294","PERO","M",1.322219295,"A",1,0,0,1,0,0,0,1,1,1,2,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945,15.4409999847412,"2018-04-01","vpdmax"
"HOS","3295","PERO","M",1.740362689,"A",1,0,0,1,0,0,0,1,1,1,2,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945,14.6430006027222,"2018-04-01","tmean"
"HOS","3295","PERO","M",1.740362689,"A",1,0,0,1,0,0,0,1,1,1,2,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945,25.9109992980957,"2018-04-01","ppt"
"HOS","3295","PERO","M",1.740362689,"A",1,0,0,1,0,0,0,1,1,1,2,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945,15.4409999847412,"2018-04-01","vpdmax"
"HOS","A25","NEFU","F",2.378397901,"A",0,1,1,1,1,3,1,1,2,1,3,5,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,1.38629436111989,1.09861228866811,14.6430006027222,"2018-04-01","tmean"
"HOS","A25","NEFU","F",2.378397901,"A",0,1,1,1,1,3,1,1,2,1,3,5,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,1.38629436111989,1.09861228866811,25.9109992980957,"2018-04-01","ppt"
"HOS","A25","NEFU","F",2.378397901,"A",0,1,1,1,1,3,1,1,2,1,3,5,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,1.38629436111989,1.09861228866811,15.4409999847412,"2018-04-01","vpdmax"
"HOS","A321","PERO","M",NA,"A",0,0,0,0,0,0,0,1,5,1,1,5,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.79175946922805,14.6430006027222,"2018-04-01","tmean"
"HOS","A321","PERO","M",NA,"A",0,0,0,0,0,0,0,1,5,1,1,5,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.79175946922805,25.9109992980957,"2018-04-01","ppt"
"HOS","A321","PERO","M",NA,"A",0,0,0,0,0,0,0,1,5,1,1,5,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.79175946922805,15.4409999847412,"2018-04-01","vpdmax"
"HOS","A323","PERO","M",1.423245874,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,14.6430006027222,"2018-04-01","tmean"
"HOS","A323","PERO","M",1.423245874,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,25.9109992980957,"2018-04-01","ppt"
"HOS","A323","PERO","M",1.423245874,"A",0,0,0,0,NA,NA,NA,0,0,0,0,0,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,NA,0,15.4409999847412,"2018-04-01","vpdmax"
"HOS","A324","PERO","F",1.484299839,"A",NA,0,0,0,0,0,0,1,3,2,2,3,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.38629436111989,14.6430006027222,"2018-04-01","tmean"
"HOS","A324","PERO","F",1.484299839,"A",NA,0,0,0,0,0,0,1,3,2,2,3,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.38629436111989,25.9109992980957,"2018-04-01","ppt"
"HOS","A324","PERO","F",1.484299839,"A",NA,0,0,0,0,0,0,1,3,2,2,3,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,1.38629436111989,15.4409999847412,"2018-04-01","vpdmax"
"HOS","A325","NEFU","F",2.181843588,"A",NA,0,0,0,0,0,0,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945,14.6430006027222,"2018-04-01","tmean"
"HOS","A325","NEFU","F",2.181843588,"A",NA,0,0,0,0,0,0,1,1,1,1,1,-0.4050289,0.4977829,0.7130846,-0.03533295,-0.1460686,-0.04398562,0,0.693147180559945,25.9109992980957,"2018-04-01","ppt"
